"","X","ประเภทสถานศึกษา","ที่ตั้งสถานศึกษา","จำนวนรายวิชาที่ลงทะเบียน","จำนวนรายวิชาonline","จำนวนรายวิชาonsite","ระดับความพร้อมสถานศึกษา","videoConference","Live","LMS","groupChat","email","collapApps","clipVideo","อายุเฉลี่ยผู้สอน","ภาพรวมความสามารถในการใช้สื่อเทคโนโลยีของผู้สอน","climate.online1","climate.online2","climate.online3","climate.onsite1","climate.onsite2","climate.onsite3","เพศผู้เรียน","ระดับชั้น","ภูมิลำเนา","สไตล์การเรียนที่ชอบ","smartphone","ipad","computer","ความพร้อมของinternet","บรรยากาศที่พักอาศัย","ความสามารถผู้เรียนในการใช้เทคโนโลยี","ความคิดเห็นต่อการเรียน","interaction.online1","interaction.online2","interaction.online3","interaction.onsite1","interaction.onsite2","interaction.onsite3","ความเครียดขณะเรียนonline","ความเครียดขณะเรียนonsite","outcome.online1","outcome.online2","outcome.online3","outcome.online4","outcome.onsite1","outcome.onsite2","outcome.onsite3","outcome.onsite4"
"834",834,"มหาวิทยาลัย","ใต้",6,4,2,2,0,0,1,1,1,1,1,3,1,2,1,1,3,3,4,2,2,"อิสาน",2,1,0,1,1,1,2,3,2,2,2,4,3,4,1,NA,2,1,1,36.0386165362164,3,3,3,45.9801474762339
"835",835,"มหาวิทยาลัย","ใต้",5,0,5,1,0,0,0,0,0,0,0,3,2,1,3,2,3,3,3,2,4,"เหนือ",2,1,NA,1,1,2,1,1,1,1,1,3,5,4,5,5,1,1,1,28.7403004007168,3,1,2,43.1221044642388
"836",836,"มหาวิทยาลัย","ใต้",8,0,8,1,0,0,0,0,0,0,0,3,2,1,2,3,3,3,1,1,5,"อิสาน",3,1,0,1,1,1,3,1,2,1,1,3,3,4,2,3,1,1,1,38.7443686184642,2,1,2,32.4371850766223
"837",837,"มหาวิทยาลัย","ใต้",6,1,5,2,1,1,1,1,1,0,0,3,1,1,1,3,NA,3,4,1,4,"เหนือ",1,1,0,1,1,1,1,3,1,1,1,4,3,4,3,4,NA,1,1,36.87176417754,2,3,3,35.0333308939807
"838",838,"มหาวิทยาลัย","ใต้",5,0,5,1,0,0,0,0,0,0,0,3,2,2,1,2,3,5,2,2,4,"เหนือ",1,1,0,1,1,1,2,1,1,1,1,3,4,4,1,2,1,2,1,37.2396121605451,2,2,2,41.5702163055299
"839",839,"มหาวิทยาลัย","ใต้",4,0,4,2,0,0,0,0,0,0,0,3,1,1,2,2,4,5,5,2,3,"เหนือ",1,1,0,1,1,1,2,1,1,1,2,4,4,3,2,5,1,1,1,31.072817271403,2,2,3,36.5025870047528
"840",840,"มหาวิทยาลัย","ใต้",5,5,0,3,1,0,0,0,1,1,1,3,2,2,1,2,1,4,2,1,4,"เหนือ",2,1,0,1,1,2,3,3,2,2,1,3,5,4,1,5,1,1,1,35.5567676464169,1,2,1,37.7382812475813
"841",841,"มหาวิทยาลัย","ใต้",6,5,1,3,0,1,1,0,0,1,0,3,1,1,1,1,3,3,4,1,4,"เหนือ",1,1,0,1,0,1,3,2,1,3,3,4,3,3,2,4,1,1,1,50.2485705781767,2,1,1,33.7167141494946
"842",842,"มหาวิทยาลัย","ใต้",7,4,3,4,0,1,1,0,1,1,0,3,1,1,2,1,4,2,1,1,4,"ใต้",1,1,0,1,1,1,3,3,2,1,1,3,4,4,4,1,1,1,1,42.8005869011123,NA,1,1,38.0231195637401
"843",843,"มหาวิทยาลัย","ใต้",7,0,7,1,0,0,0,0,0,0,0,3,1,1,2,1,3,4,1,2,2,"ใต้",1,1,0,1,1,1,3,3,1,1,2,4,3,3,4,1,1,1,1,12.7127098676183,1,2,NA,37.834027014258
"844",844,"มหาวิทยาลัย","ใต้",7,4,3,2,1,1,0,0,1,1,1,3,2,3,NA,1,5,3,4,1,5,"เหนือ",2,1,0,1,1,1,3,2,1,1,3,4,5,3,3,5,1,1,1,29.296581965414,3,2,1,41.600714986731
"845",845,"มหาวิทยาลัย","ใต้",6,5,1,2,0,1,1,0,0,1,0,3,1,1,2,3,4,4,4,1,5,"เหนือ",2,1,0,1,1,2,2,1,1,2,2,3,2,3,5,NA,1,1,1,36.3095187624479,3,2,2,39.3918063448844
"846",846,"มหาวิทยาลัย","ใต้",7,0,7,2,0,0,0,0,0,0,0,3,1,1,1,2,2,1,1,2,3,"เหนือ",2,1,0,1,1,1,3,3,1,1,2,3,4,3,3,1,1,1,1,29.8440201567236,2,1,NA,49.4452778075064
"847",847,"มหาวิทยาลัย","ใต้",6,2,4,1,1,0,1,1,1,1,1,3,2,2,2,1,5,5,5,2,3,"อิสาน",3,1,1,NA,1,1,3,2,3,3,3,3,4,4,1,3,1,2,4,51.3572144420553,3,3,1,53.2889524144466
"848",848,"มหาวิทยาลัย","ใต้",7,7,0,5,0,0,1,0,0,1,1,3,2,3,2,4,1,2,2,1,5,"เหนือ",3,1,0,1,1,1,1,3,1,1,2,3,3,3,4,1,1,1,1,37.1840289926865,1,1,1,32.6346289638969
"849",849,"มหาวิทยาลัย","ใต้",6,2,4,2,1,1,0,0,0,1,1,3,2,3,1,4,2,3,3,2,5,"เหนือ",1,1,0,1,1,2,2,3,1,2,1,4,4,3,2,1,1,1,2,NA,2,1,2,37.7897680275802
"850",850,"มหาวิทยาลัย","ใต้",5,0,5,2,0,0,0,0,0,0,0,3,1,1,1,1,4,4,2,2,2,"เหนือ",2,1,0,1,1,1,2,3,1,2,1,4,4,4,3,1,1,1,1,29.762666015551,2,1,1,26.2190567832788
"851",851,"มหาวิทยาลัย","ใต้",5,4,1,3,0,0,1,1,1,1,0,3,2,3,2,1,4,3,3,1,2,"เหนือ",3,1,0,1,1,1,3,3,1,2,2,4,5,4,1,4,1,NA,1,36.0267233721761,2,2,2,45.3371669859035
"852",852,"มหาวิทยาลัย","ใต้",5,3,2,3,0,0,1,1,0,1,1,3,1,1,1,2,1,1,1,2,3,"เหนือ",2,1,0,1,1,1,3,2,2,2,2,4,3,3,2,5,1,2,1,33.1900156502919,2,2,2,NA
"853",853,"มหาวิทยาลัย","ใต้",7,0,7,1,0,0,0,0,0,0,0,3,2,1,1,3,1,1,1,1,5,"เหนือ",2,1,0,1,1,1,3,3,2,2,2,3,3,3,1,2,1,1,1,26.0493664986466,2,2,2,41.5876053358318
"854",854,"มหาวิทยาลัย","ใต้",7,7,0,3,0,1,0,0,1,0,0,3,2,3,3,3,1,2,1,2,2,"เหนือ",3,1,1,1,1,2,3,2,2,2,2,5,4,4,1,5,2,1,1,42.7272765111506,2,2,1,41.114277980122
"855",855,"มหาวิทยาลัย","ใต้",6,0,6,2,0,0,0,0,0,0,0,3,2,2,1,1,1,1,1,2,3,"เหนือ",1,1,0,1,1,1,2,1,2,1,1,3,5,4,5,2,1,1,1,27.9585715687452,1,2,3,46.041133583852
"856",856,"มหาวิทยาลัย","ใต้",6,6,0,4,0,0,1,1,1,0,1,3,2,4,1,NA,4,2,3,2,4,"เหนือ",1,1,0,1,1,1,2,3,1,1,1,3,3,3,5,2,1,1,2,NA,2,2,3,43.1953483122147
"857",857,"มหาวิทยาลัย","ใต้",8,8,0,4,0,1,1,0,1,1,0,3,2,3,2,2,3,2,4,2,4,"เหนือ",1,1,0,1,1,1,3,2,2,3,2,3,3,3,1,4,1,1,1,30.7654969386466,1,1,1,32.2803938370055
"858",858,"มหาวิทยาลัย","ใต้",6,0,6,1,0,0,0,0,0,0,0,3,2,1,2,1,2,3,4,1,3,"อิสาน",3,1,0,1,1,2,3,NA,1,2,1,4,3,5,1,4,2,1,1,29.5102533037139,1,2,1,40.9400191635282
"859",859,"มหาวิทยาลัย","ใต้",6,0,6,2,0,0,0,0,0,0,0,3,1,1,1,1,4,2,1,1,4,"เหนือ",2,1,0,1,1,NA,2,3,2,2,2,4,4,5,3,1,1,1,1,29.2341077739712,2,2,3,38.0782402376822
"860",860,"มหาวิทยาลัย","ใต้",4,4,0,2,0,1,0,0,1,1,0,3,3,4,3,NA,3,3,4,2,3,"เหนือ",2,NA,0,1,1,1,3,3,2,2,2,3,3,2,5,3,1,1,1,20.7574595853136,2,3,3,45.6076817590441
"861",861,"มหาวิทยาลัย","ใต้",6,0,6,1,0,0,0,0,0,0,0,3,3,2,3,2,1,5,4,2,5,"ใต้",1,1,0,1,1,1,2,3,2,2,1,3,5,3,3,5,1,2,1,40.3151000775125,2,2,3,52.4732237235813
"862",862,"มหาวิทยาลัย","ใต้",6,6,0,2,0,0,1,0,0,1,0,3,2,2,2,NA,2,5,3,1,3,"เหนือ",3,1,1,1,1,1,3,2,3,2,2,5,NA,4,1,3,1,1,2,36.5126220834616,1,2,2,51.9722894458445
"863",863,"มหาวิทยาลัย","ใต้",7,6,1,2,0,0,1,1,0,1,1,3,2,1,1,4,2,1,2,1,3,"เหนือ",2,1,0,1,1,2,2,2,3,NA,2,3,3,4,2,3,2,1,1,31.8494415455021,3,3,2,51.6104506484279
"864",864,"มหาวิทยาลัย","ใต้",5,4,1,2,1,1,0,0,0,1,1,3,2,3,1,NA,2,5,4,1,4,"เหนือ",2,1,1,1,1,2,3,3,2,2,2,NA,4,4,1,1,1,1,1,39.1160146671224,2,2,2,43.5361063575656
"865",865,"มหาวิทยาลัย","ใต้",5,1,4,1,0,0,0,0,1,1,1,3,2,3,2,2,4,5,4,2,5,"อิสาน",2,1,0,1,1,1,2,3,2,2,2,3,3,5,5,3,1,2,2,40.8901470248391,2,2,1,35.0443865195828
"866",866,"มหาวิทยาลัย","ใต้",7,0,7,1,0,0,0,0,0,0,0,3,2,2,2,2,NA,4,3,1,4,"เหนือ",1,1,0,1,1,1,2,1,1,1,1,3,3,3,5,5,1,2,1,22.3781409120862,2,2,2,41.1059120439465
"867",867,"มหาวิทยาลัย","ใต้",6,6,0,3,0,0,1,0,0,1,0,3,1,1,1,2,5,5,3,2,2,"เหนือ",1,1,0,1,1,1,2,2,2,1,3,3,3,3,5,3,2,1,1,36.9792323313811,2,1,3,49.3973106100339
"868",868,"มหาวิทยาลัย","ใต้",7,7,0,3,0,0,1,1,1,1,1,3,1,1,2,1,3,4,4,1,2,"เหนือ",1,1,1,1,1,1,3,2,3,2,3,4,5,5,3,1,1,2,2,37.8110648812815,1,1,1,NA
"869",869,"มหาวิทยาลัย","ใต้",6,3,3,3,0,1,1,1,0,1,1,3,1,1,1,1,1,1,1,2,2,"เหนือ",1,1,0,1,1,1,2,NA,2,2,2,4,4,4,1,1,2,1,2,48.5306210533131,2,1,2,25.3358497823433
"870",870,"มหาวิทยาลัย","ใต้",7,0,7,1,0,0,0,0,0,0,0,3,1,1,2,2,5,4,5,1,2,"เหนือ",2,1,0,1,1,1,1,1,1,2,1,3,4,3,2,3,1,1,1,27.9600791007529,2,2,1,38.8817618588691
"871",871,"มหาวิทยาลัย","ใต้",7,7,0,3,0,1,1,0,1,1,1,3,1,2,2,1,1,1,3,2,5,"เหนือ",1,1,0,1,1,1,3,2,3,2,3,4,4,3,5,5,1,1,1,37.5834018690839,2,1,2,40.8672066813166
"872",872,"มหาวิทยาลัย","ใต้",6,6,0,3,0,0,0,0,0,1,1,3,1,2,NA,1,3,3,3,2,5,"เหนือ",1,1,1,1,1,1,3,2,3,3,2,5,3,3,1,5,2,1,1,28.2350830041627,1,2,3,44.7727741943574
"873",873,"มหาวิทยาลัย","ใต้",7,5,2,3,1,0,0,0,0,1,1,3,1,2,3,2,3,3,4,2,4,"เหนือ",1,1,0,1,1,1,2,3,2,1,1,3,2,3,5,2,1,1,1,43.1654863879246,2,2,2,43.3170133811961
"874",874,"มหาวิทยาลัย","ใต้",6,5,1,3,0,0,1,1,1,1,1,3,3,3,3,2,1,1,1,2,3,"เหนือ",3,1,0,1,1,2,2,2,2,1,2,3,3,4,1,1,1,1,1,13.7067983438717,3,1,2,35.0749396480971
"875",875,"มหาวิทยาลัย","ใต้",6,0,6,2,0,0,0,0,0,0,0,3,2,1,1,1,5,5,4,2,5,"ใต้",1,1,1,1,1,2,3,1,1,1,1,4,4,4,1,2,1,1,1,30.9223049042058,2,1,2,30.2732556365208
"876",876,"มหาวิทยาลัย","ใต้",7,7,0,4,0,1,1,1,1,1,1,3,2,4,2,1,2,4,2,1,2,"เหนือ",2,1,0,1,1,1,2,2,3,2,3,5,4,3,1,1,2,NA,2,56.1836234165881,1,2,2,38.1294905641496
"877",877,"มหาวิทยาลัย","ใต้",6,0,6,1,0,0,0,0,0,0,0,3,2,2,2,3,1,3,4,2,4,"เหนือ",1,1,0,1,1,2,2,1,1,2,1,4,3,3,2,5,1,1,1,18.122772201346,1,2,1,35.7458904648756
"878",878,"มหาวิทยาลัย","ใต้",7,7,0,4,0,1,1,0,1,1,1,3,1,1,2,2,4,4,3,1,3,"เหนือ",2,1,1,1,1,1,3,2,3,3,3,4,3,3,2,NA,2,1,2,49.8974353039904,2,2,2,41.9610561810681
"879",879,"มหาวิทยาลัย","ใต้",7,0,7,1,0,0,0,0,0,0,0,3,1,2,NA,2,1,3,2,2,3,"เหนือ",1,1,0,1,1,1,1,1,NA,1,1,3,4,3,2,5,1,2,1,39.1940552608453,3,2,3,42.3009314524112
"880",880,"มหาวิทยาลัย","ใต้",7,1,6,2,1,0,0,0,1,0,0,3,2,NA,3,2,4,3,3,1,3,"เหนือ",3,1,0,1,1,1,2,3,2,1,2,4,3,3,5,2,1,3,1,38.1648394689053,2,1,2,44.4814363573376
"881",881,"มหาวิทยาลัย","ใต้",7,6,1,3,1,1,0,0,0,1,1,3,1,1,1,3,2,1,2,2,5,"เหนือ",1,1,0,1,1,2,2,NA,2,1,2,3,4,4,4,3,1,1,1,23.9401815196278,1,2,1,51.1821803488143
"882",882,"มหาวิทยาลัย","ใต้",5,4,1,2,0,0,1,0,0,1,1,3,1,1,1,2,3,3,NA,2,2,"ใต้",2,1,1,1,1,NA,3,2,4,3,2,3,3,4,1,4,1,1,1,37.1190135562495,2,2,3,50.3808992587603
"883",883,"มหาวิทยาลัย","ใต้",5,5,0,3,1,0,1,1,1,0,0,3,2,1,1,NA,4,3,3,1,5,"เหนือ",1,1,0,1,1,1,2,2,3,2,2,3,4,3,1,NA,1,1,1,34.1053479391935,2,2,1,32.5459548648905
"884",884,"มหาวิทยาลัย","ใต้",4,0,4,3,0,0,0,0,0,0,0,3,2,NA,1,2,4,4,3,2,5,"เหนือ",1,1,0,1,1,1,3,3,1,1,3,3,3,4,1,4,1,1,1,31.1535725702655,2,2,1,52.835167853838
"885",885,"มหาวิทยาลัย","ใต้",6,6,0,5,1,1,1,0,1,1,0,3,1,1,1,1,3,2,2,1,3,"อิสาน",2,1,0,1,1,1,3,2,2,2,3,3,3,3,3,5,2,2,2,46.9010844558202,3,2,3,52.2251698118758
"886",886,"มหาวิทยาลัย","ใต้",5,5,0,3,0,0,1,1,1,0,0,3,1,1,1,1,3,2,5,2,2,"เหนือ",1,1,0,1,0,1,2,3,2,2,2,3,4,2,1,4,1,2,1,24.4288877313592,2,2,2,50.9028356039075
"887",887,"มหาวิทยาลัย","ใต้",6,6,0,3,0,0,0,1,1,1,1,3,3,4,3,2,1,1,3,2,4,"อิสาน",1,1,1,1,1,1,3,2,2,5,5,4,4,4,NA,1,2,2,1,36.7022032888797,1,2,1,46.0333589211975
"888",888,"มหาวิทยาลัย","ใต้",6,6,0,5,0,0,0,1,1,1,0,3,1,1,1,3,2,3,4,1,2,"อิสาน",2,1,1,1,1,1,3,2,2,3,3,4,3,3,1,5,3,2,3,48.3225710909158,1,1,2,39.9341626835762
"889",889,"มหาวิทยาลัย","ใต้",6,1,5,2,1,0,1,0,1,1,1,3,1,1,NA,2,5,5,4,1,4,"เหนือ",2,1,1,1,1,2,2,3,3,2,2,4,3,3,1,5,1,1,1,35.9625782594891,2,2,NA,37.1861215962045
"890",890,"มหาวิทยาลัย","ใต้",6,5,1,3,1,0,0,0,0,1,1,3,1,1,1,1,NA,5,5,1,5,"เหนือ",2,1,1,1,1,2,3,2,1,2,3,3,5,3,NA,5,1,1,1,18.56908567279,1,1,2,43.641368736134
"891",891,"มหาวิทยาลัย","ใต้",6,0,6,2,0,0,0,0,0,0,0,3,1,1,1,1,1,1,3,1,3,"เหนือ",2,1,0,1,1,1,2,3,2,1,2,4,5,3,1,2,1,2,1,28.3845018040203,1,1,1,41.2836354842106
"892",892,"มหาวิทยาลัย","ใต้",5,3,2,2,1,1,1,0,1,1,1,3,2,3,NA,3,2,4,3,1,2,"เหนือ",2,1,0,1,1,1,2,3,2,1,1,5,3,3,1,5,1,1,1,33.7825970145011,NA,1,2,33.9508565650578
"893",893,"มหาวิทยาลัย","ใต้",7,7,0,5,0,1,0,0,0,0,1,3,2,3,1,3,NA,2,1,2,4,"กลาง",2,1,1,1,1,1,3,2,2,2,2,4,3,3,2,4,1,2,1,37.4862744731942,2,NA,3,53.4586197313296
"894",894,"มหาวิทยาลัย","ใต้",6,2,4,3,1,1,0,0,0,1,0,3,1,NA,1,1,5,4,3,2,5,"ใต้",3,1,1,NA,1,2,3,3,2,1,2,3,3,4,3,2,2,2,1,34.0090744781588,2,3,3,46.4403339667451
"895",895,"มหาวิทยาลัย","ใต้",7,0,7,1,0,0,0,0,0,0,0,3,1,1,2,2,3,4,4,1,5,"เหนือ",3,1,0,1,1,1,2,NA,1,1,1,5,3,3,5,5,1,1,1,37.1073871855434,3,2,2,52.2245493008102
"896",896,"มหาวิทยาลัย","ใต้",6,6,0,2,0,1,0,1,0,1,0,3,2,2,3,2,3,4,3,1,3,"ใต้",1,1,0,1,1,2,1,3,1,1,1,5,4,4,2,3,2,2,1,35.2426489769404,2,1,1,47.6204950168579
"897",897,"มหาวิทยาลัย","ใต้",5,5,0,2,1,1,1,0,0,1,1,3,1,2,1,1,1,2,1,1,5,"เหนือ",2,1,0,1,1,1,2,2,2,3,2,5,3,4,4,2,2,2,1,46.5419858544517,1,1,2,38.5092972466731
"898",898,"มหาวิทยาลัย","ใต้",5,0,5,1,0,0,0,0,0,0,0,3,1,1,2,1,3,NA,1,2,3,"อิสาน",1,1,1,1,1,1,3,2,2,3,2,5,3,5,1,3,2,3,1,41.7926155083918,1,1,2,24.6924981712021
"899",899,"มหาวิทยาลัย","ใต้",5,0,5,2,0,0,0,0,0,0,0,3,1,1,1,1,3,1,4,2,4,"เหนือ",1,1,1,1,1,2,3,NA,2,1,2,4,3,3,2,2,1,1,1,45.8072761553527,1,1,2,44.8879768829376
"900",900,"มหาวิทยาลัย","ใต้",6,6,0,5,1,1,1,0,1,1,0,3,1,4,2,3,3,3,2,1,4,"ใต้",1,1,0,1,1,1,2,2,3,2,2,3,3,4,4,5,1,1,2,NA,2,1,2,37.3783276785111
"901",901,"มหาวิทยาลัย","ใต้",7,7,0,4,0,0,0,0,0,1,0,3,1,1,2,3,1,4,2,1,5,"เหนือ",2,1,0,1,1,1,2,3,NA,2,2,4,3,4,1,1,1,2,1,46.5153163696766,1,2,2,45.0436542935787
"902",902,"มหาวิทยาลัย","ใต้",9,0,9,1,0,0,0,0,0,0,0,3,1,1,3,1,2,3,3,2,4,"เหนือ",1,1,0,1,1,1,2,1,1,2,1,3,3,4,2,5,1,1,1,38.6662424567652,3,2,2,52.7388309876662
"903",903,"มหาวิทยาลัย","ใต้",6,5,1,3,0,0,0,1,0,1,1,3,1,2,1,1,1,1,1,2,3,"เหนือ",3,1,0,1,1,1,1,2,1,1,1,4,4,5,5,1,1,1,1,29.1141757605706,2,2,2,45.3903684260192
"904",904,"มหาวิทยาลัย","ใต้",6,6,0,3,0,0,0,0,0,1,1,3,2,NA,1,2,4,4,2,1,3,"อิสาน",2,1,0,NA,0,1,3,3,2,1,2,3,3,3,1,4,1,1,1,35.8017244544916,2,2,2,50.0565690265486
"905",905,"มหาวิทยาลัย","ใต้",6,6,0,3,0,0,0,1,1,1,1,3,1,1,3,1,2,2,5,2,2,"เหนือ",1,0,1,1,1,2,2,3,2,2,3,3,3,3,5,1,1,1,2,30.2533052282618,1,2,2,38.9439223238382
"906",906,"มหาวิทยาลัย","ใต้",7,7,0,3,0,1,0,0,0,1,1,3,1,1,1,1,2,3,1,1,2,"เหนือ",3,1,0,1,1,1,2,2,3,3,2,4,4,3,5,3,1,2,1,41.8403582053767,2,2,1,43.4418116009578
"907",907,"มหาวิทยาลัย","ใต้",5,0,5,2,0,0,0,0,0,0,0,3,1,1,2,1,1,2,2,2,3,"เหนือ",1,1,0,1,1,1,2,1,3,1,2,4,3,5,1,2,1,1,1,30.3066723184963,2,2,1,43.2437739662433
"908",908,"มหาวิทยาลัย","ใต้",7,0,7,2,0,0,0,0,0,0,0,3,1,1,2,1,3,5,4,1,3,"เหนือ",1,1,NA,1,1,2,3,3,1,2,1,3,3,4,2,4,1,1,1,32.3818585591646,2,2,1,31.1093710088898
"909",909,"มหาวิทยาลัย","ใต้",6,3,3,2,1,1,0,0,1,1,1,3,1,2,3,1,1,2,1,1,3,"เหนือ",1,1,NA,1,1,2,1,3,2,2,2,3,3,3,2,5,2,2,1,39.3953648745471,1,2,1,38.453936358296
"910",910,"มหาวิทยาลัย","ใต้",5,1,4,2,1,0,1,0,1,1,1,3,1,NA,2,2,4,3,5,2,5,"อิสาน",3,1,0,1,1,1,2,2,2,2,2,NA,3,4,5,3,1,2,1,41.4137548200731,3,2,2,41.596218460245
"911",911,"มหาวิทยาลัย","ใต้",7,4,3,3,1,0,0,1,0,1,1,3,1,1,2,2,2,1,1,1,5,"อิสาน",2,1,0,1,1,1,2,2,2,2,2,4,3,3,4,1,1,1,1,40.9183372860243,3,2,1,43.7106105056402
"912",912,"มหาวิทยาลัย","ใต้",7,4,3,5,1,1,1,1,1,1,1,3,2,2,3,3,4,NA,5,1,3,"เหนือ",1,1,0,1,1,1,3,2,2,4,3,4,2,5,3,2,NA,1,1,37.4710152739165,2,2,1,41.7489876013681
"913",913,"มหาวิทยาลัย","ใต้",8,7,1,4,0,0,1,0,1,1,1,3,1,2,1,2,2,3,4,1,3,"เหนือ",2,1,0,1,1,1,2,2,2,1,2,3,3,5,1,2,1,1,1,39.3208044542177,3,2,2,49.5946900085047
"914",914,"มหาวิทยาลัย","ใต้",5,4,1,3,1,0,1,0,1,1,0,3,1,1,NA,2,3,4,3,1,2,"เหนือ",1,1,0,1,1,1,2,3,2,1,1,4,4,4,1,1,1,2,1,42.0483443968612,2,3,2,48.35463328864
"915",915,"มหาวิทยาลัย","ใต้",6,2,4,3,1,1,0,0,0,1,1,3,2,3,3,2,3,1,3,2,4,"เหนือ",1,1,0,1,1,NA,3,2,3,3,3,5,3,4,5,4,1,1,1,37.0156466727535,1,1,1,26.433575230942
"916",916,"มหาวิทยาลัย","ใต้",7,7,0,4,1,0,0,1,1,1,0,3,1,1,1,2,2,2,1,2,3,"เหนือ",1,1,1,1,1,2,3,2,2,2,2,3,4,3,NA,5,1,2,1,40.5742881376525,2,2,3,48.3142222789849
"917",917,"มหาวิทยาลัย","ใต้",6,2,4,2,0,0,0,1,0,1,1,3,1,1,2,1,3,3,3,2,2,"เหนือ",1,1,0,1,1,1,2,3,2,2,2,3,3,4,5,5,1,1,2,34.0463104925328,1,1,1,27.7249292854414
"918",918,"มหาวิทยาลัย","ใต้",5,2,3,2,0,1,1,0,1,0,0,3,2,2,2,1,4,1,2,1,2,"เหนือ",1,1,0,1,1,1,1,1,1,1,2,4,5,3,NA,5,1,2,1,35.0988951750052,3,2,2,53.5743665934991
"919",919,"มหาวิทยาลัย","ใต้",6,6,0,3,0,1,1,0,1,0,1,3,1,1,2,1,5,4,4,1,5,"เหนือ",1,1,1,NA,1,2,3,2,2,3,4,3,5,4,1,1,1,1,1,53.6951961410071,2,3,2,55.2288435801095
"920",920,"มหาวิทยาลัย","ใต้",6,6,0,3,0,0,0,1,1,1,1,3,1,1,1,1,1,1,1,2,2,"อิสาน",2,1,NA,1,1,2,2,2,2,2,2,5,3,4,2,1,1,1,1,43.9755933966051,1,1,1,30.8000388849265
"921",921,"มหาวิทยาลัย","ใต้",4,1,3,2,0,0,1,0,0,0,0,3,1,1,1,NA,1,1,2,2,4,"เหนือ",2,1,0,1,1,2,2,3,1,2,1,3,NA,3,3,2,1,1,1,36.6545112652617,1,2,2,38.0859909420889
"922",922,"มหาวิทยาลัย","ใต้",8,0,8,1,0,0,0,0,0,0,0,3,2,4,4,1,3,2,1,1,2,"เหนือ",1,1,0,1,1,1,3,1,1,1,1,2,3,4,2,2,1,1,1,33.1919515490474,2,2,3,50.7231264529598
"923",923,"มหาวิทยาลัย","ใต้",6,1,5,1,1,0,1,0,0,1,0,3,1,2,1,1,2,1,3,2,3,"ใต้",2,1,1,1,NA,1,3,2,4,2,2,4,3,3,1,4,2,2,2,41.7087595804128,2,2,2,37.3487588987727
"924",924,"มหาวิทยาลัย","ใต้",6,0,6,1,0,0,0,0,0,0,0,3,1,2,1,1,3,4,2,1,2,"เหนือ",1,1,1,1,1,1,3,3,3,1,1,3,4,3,1,2,1,1,1,30.271577362946,3,3,2,37.8364151639324
"925",925,"มหาวิทยาลัย","ใต้",5,3,2,3,1,0,1,0,1,1,1,3,2,1,2,3,NA,5,5,2,5,"เหนือ",1,1,0,1,1,2,1,3,1,2,1,3,4,3,2,1,1,1,1,24.732883430008,2,3,1,43.4248265567439
"926",926,"มหาวิทยาลัย","ใต้",6,5,1,3,1,0,0,1,1,1,1,3,2,2,2,2,3,3,1,2,4,"เหนือ",2,NA,0,1,1,1,3,2,2,3,2,3,3,3,1,1,2,1,2,50.8477497317917,1,2,1,40.7843282826687
"927",927,"มหาวิทยาลัย","ใต้",6,6,0,3,0,0,0,0,1,1,1,3,2,2,NA,3,4,3,4,2,5,"เหนือ",1,1,0,1,1,1,2,3,2,3,2,4,4,3,1,4,2,2,2,45.9649510440232,1,1,1,35.9760284660259
"928",928,"มหาวิทยาลัย","ใต้",7,0,7,2,0,0,0,0,0,0,0,3,1,1,2,NA,1,1,3,1,3,"กลาง",3,1,1,0,1,1,2,1,1,NA,1,3,5,3,5,2,1,1,1,33.2044411362068,3,2,3,42.6951459219724
"929",929,"มหาวิทยาลัย","ใต้",6,2,4,3,0,1,0,1,1,0,0,3,1,2,1,1,4,4,4,1,4,"เหนือ",1,1,0,1,1,2,2,3,1,2,1,5,4,3,1,4,2,1,2,29.9887844295257,2,2,2,NA
"930",930,"มหาวิทยาลัย","ใต้",6,5,1,3,0,1,1,0,1,1,1,3,1,1,2,1,1,1,1,1,2,"เหนือ",1,1,0,1,1,1,2,2,2,1,3,3,4,4,3,1,2,2,2,43.3747691893769,NA,1,1,55.9551218697173
"931",931,"มหาวิทยาลัย","ใต้",6,0,6,2,0,0,0,0,0,0,0,3,2,1,2,2,1,2,3,1,3,"เหนือ",1,1,0,1,1,2,3,3,2,2,2,3,4,3,5,1,1,1,1,31.9241124621466,1,2,2,43.6349957028624
"932",932,"มหาวิทยาลัย","ใต้",6,0,6,1,0,0,0,0,0,0,0,3,2,2,3,1,2,4,NA,1,2,"เหนือ",2,1,0,1,1,2,2,1,1,2,1,5,4,4,2,5,1,2,1,25.3003909559641,1,1,1,48.3166284356192
"933",933,"มหาวิทยาลัย","ใต้",5,0,5,2,0,0,0,0,0,0,0,3,1,2,1,1,5,NA,5,2,4,"เหนือ",1,1,1,1,1,1,3,3,3,2,3,3,4,NA,5,5,2,2,1,31.8955084928304,1,2,2,50.6150050309532
"934",934,"มหาวิทยาลัย","ใต้",6,1,5,1,0,0,0,0,0,0,1,3,2,1,1,1,1,3,1,1,4,"เหนือ",1,1,1,1,1,1,3,3,2,2,2,3,3,4,1,4,1,1,1,33.3959430768511,1,1,1,33.561518686773
"935",935,"มหาวิทยาลัย","ใต้",7,0,7,2,0,0,0,0,0,0,0,3,1,2,1,3,NA,3,3,1,4,"เหนือ",2,1,0,1,1,1,1,1,2,1,1,3,3,5,5,5,1,1,1,33.2643967749608,1,2,1,39.0980141891438
